Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
22:40:51:32.231,61,0.0000000000,0.3774319887,0.0000000000,0.0455002226,0.0000000000,0.0885190815,0.7892608643,0.0000000000,0.3756591678,0.1635390222,0.0000000000,0.0000000000,0.0887900963,0.7892547250,0.0961920097,0.0167143978,0.0000000000,0.0261706170,0.0223370306,0.0087407958,0.0381355509,0.0000000000,0.0387260243,0.7774727345,0.7992702127,0.0000000000,0.0000000000,0.3482734263,0.3854318857,0.2117230892,0.2386148274,0.2027634829,0.0119902743,0.6163689494,0.5088273883,0.1680266112,0.1863268763,0.0859692469,0.1004922539,0.1199072227,0.1279558837,0.0000000000,0.0000000000,0.3145026565,0.1588691473,0.1586941332,0.0712349489,0.2749624252,0.3594892919,0.1809360087,0.1786338538,0.0000210622,-0.0584149584,-0.2858269215,0.2524487972,-0.0972730666,0.2305867821,-0.0227961130,-0.0270588417,0.2306460589,-0.0063532302
22:40:51:33.232,61,0.0000000000,0.3897921145,0.0000000000,0.0311221052,0.0000000000,0.0858098045,0.8075519204,0.0000000000,0.3881999850,0.1493753940,0.0000000000,0.0000000000,0.0860452428,0.8075519204,0.1016166434,0.0165318679,0.0000000000,0.0268905442,0.0230189245,0.0090892790,0.0384778902,0.0000000000,0.0394646898,0.7720792294,0.7937163115,0.0000000000,0.0000000000,0.3453876972,0.3820805252,0.2199969739,0.2458567023,0.2030162364,0.0124565465,0.6108168364,0.5022432804,0.1677338779,0.1858474165,0.0891287997,0.1045251191,0.1155913621,0.1221455336,0.0000000000,0.0000000000,0.3208128512,0.1824027598,0.1823291779,0.0710363239,0.2696962059,0.3528185785,0.1788660735,0.1741921008,0.0000213832,-0.0584149584,-0.2858269215,0.2524487972,-0.0886877999,0.2380916476,-0.0214925669,-0.0184749532,0.2381518930,-0.0044846721
22:40:51:34.233,61,0.0000000000,0.4093489647,0.0000000000,0.0246254653,0.0000000000,0.0830562636,0.8235822320,0.0000000000,0.4077946842,0.1430371106,0.0000000000,0.0000000000,0.0832580775,0.8235836029,0.1075983942,0.0163819343,0.0000000000,0.0276488792,0.0236792155,0.0094260629,0.0388726220,0.0000000000,0.0401628017,0.7686669230,0.7903403044,0.0000000000,0.0000000000,0.3465080857,0.3820509911,0.2285455167,0.2542154193,0.2044780701,0.0129292673,0.6084057689,0.4992723167,0.1678585112,0.1859107316,0.0909482762,0.1068486273,0.1128889620,0.1187789440,0.0000000000,0.0000000000,0.3277201951,0.2079448402,0.2078791261,0.0708695203,0.2668491900,0.3495505750,0.1778298169,0.1722112298,0.0000196348,-0.0534564927,-0.2881029546,0.2518044710,-0.0846727714,0.2500223517,-0.0215933416,-0.0145749506,0.2500841916,-0.0037227543
22:40:51:35.233,61,0.0000000000,0.4208641648,0.0000000000,0.0125853941,0.0000000000,0.0809594542,0.8336045146,0.0000000000,0.4194748104,0.1315104216,0.0000000000,0.0000000000,0.0811338350,0.8336063027,0.1136661991,0.0162130576,0.0000000000,0.0284800846,0.0242961943,0.0097381659,0.0393605791,0.0000000000,0.0408048779,0.7655026317,0.7870072126,0.0000000000,0.0000000000,0.3635589182,0.3977258205,0.2379501462,0.2643304765,0.2115377784,0.0134166274,0.6087222099,0.5038359165,0.1717252135,0.1895856410,0.0920213684,0.1081965044,0.1113715172,0.1169123650,0.0000000000,0.0000000000,0.3305001259,0.2178787142,0.2178296000,0.0711034387,0.2653612792,0.3478123248,0.1771019995,0.1708632857,0.0000187561,-0.0503416844,-0.2890272141,0.2515293360,-0.0777067542,0.2570356727,-0.0204018336,-0.0074352995,0.2570985854,-0.0019548477
22:40:51:36.234,61,0.0000000000,0.4181943834,0.0000000000,0.0214519612,0.0000000000,0.0795354620,0.8400162458,0.0000000000,0.4166594446,0.1401877850,0.0000000000,0.0000000000,0.0796990693,0.8400177956,0.1166137978,0.0160625167,0.0000000000,0.0291772317,0.0248241704,0.0100107016,0.0399298593,0.0000000000,0.0420599803,0.7641170025,0.7855368853,0.0000000000,0.0000000000,0.3683779240,0.4026256502,0.2414648831,0.2682336271,0.2167621404,0.0138477739,0.6155905128,0.5169401169,0.1763629615,0.1942247897,0.0926591828,0.1090615913,0.1104196683,0.1157936603,0.0000000000,0.0000000000,0.3336229622,0.2273477465,0.2272959799,0.0731250197,0.2649602592,0.3485291600,0.1766607463,0.1700442880,0.0000258737,-0.0497719571,-0.2892354727,0.2510303557,-0.0828705281,0.2554188073,-0.0216111988,-0.0126789641,0.2554814816,-0.0033115048
22:40:51:37.235,61,0.0000000000,0.4161952436,0.0000000000,0.0168483425,0.0000000000,0.0783370510,0.8442116380,0.0000000000,0.4147506654,0.1354610473,0.0000000000,0.0000000000,0.0784980357,0.8442129493,0.1182944328,0.0158933941,0.0000000000,0.0298261065,0.0252722017,0.0102557717,0.0405926295,0.0000000000,0.0428237766,0.7632463574,0.7844902277,0.0000000000,0.0000000000,0.3722248077,0.4068940878,0.2435544580,0.2709228694,0.2285157740,0.0142520415,0.6376333237,0.5475158095,0.1896742135,0.2072764337,0.0928379297,0.1093709990,0.1101590693,0.1153903827,0.0000000000,0.0000000000,0.3339704275,0.2281197757,0.2280682027,0.0760482773,0.2649932504,0.3491339386,0.1775194854,0.1700334251,0.0000418659,-0.0497719571,-0.2892354727,0.2510303557,-0.0801010653,0.2541897595,-0.0207857899,-0.0099612167,0.2542521060,-0.0025886348
22:40:51:38.235,61,0.0000000000,0.4131104946,0.0000000000,0.0096036214,0.0000000000,0.0775142312,0.8463867307,0.0000000000,0.4118033946,0.1281588227,0.0000000000,0.0000000000,0.0776734874,0.8463880420,0.1194874197,0.0157185085,0.0000000000,0.0305169560,0.0256918035,0.0104890047,0.0413592756,0.0000000000,0.0433914773,0.7624221444,0.7833162546,0.0000000000,0.0000000000,0.3831940293,0.4175226688,0.2448841631,0.2725285292,0.2433525920,0.0146613857,0.6502686143,0.5631216764,0.2033172548,0.2203688473,0.0926817358,0.1093056351,0.1102615371,0.1153567061,0.0000000000,0.0000000000,0.3336350918,0.2222020328,0.2221637815,0.0816172659,0.2685166895,0.3525307178,0.1794067472,0.1703380346,0.0000445744,-0.0497280881,-0.2885968983,0.2495040298,-0.0758189559,0.2522969246,-0.0195241682,-0.0056807082,0.2523590028,-0.0014647972
22:40:51:39.235,61,0.0000000000,0.4126629829,0.0031048746,0.0000000000,0.0000000000,0.0769460946,0.8476157188,0.0000000000,0.4115790725,0.1154673621,0.0000000000,0.0000000000,0.0771041885,0.8476171494,0.1204568222,0.0155565152,0.0000000000,0.0312497579,0.0260795429,0.0107128350,0.0423380062,0.0000000000,0.0437010378,0.7609970570,0.7808474302,0.0000000000,0.0000000000,0.3992981315,0.4314695597,0.2458496839,0.2735857964,0.2573266923,0.0150814997,0.6628428102,0.5798974037,0.2197113037,0.2361013889,0.0922411010,0.1089211702,0.1105785221,0.1154620871,0.0000000000,0.0000000000,0.3320392370,0.2134200484,0.2133954167,0.0898307562,0.2753942609,0.3562389016,0.1819255501,0.1708130836,0.0000421865,-0.0497280881,-0.2885968983,0.2495040298,-0.0683138967,0.2520198822,-0.0175749715,0.0018367170,0.2520819008,0.0004730659
22:40:51:40.236,61,0.0000000000,0.4134588838,0.0065812403,0.0000000000,0.0000000000,0.0764909759,0.8486251831,0.0000000000,0.4124339521,0.1119904220,0.0000000000,0.0000000000,0.0766484290,0.8486267924,0.1213016063,0.0153483627,0.0000000000,0.0319921859,0.0265104901,0.0109480228,0.0431174934,0.0000000000,0.0438738205,0.7571275234,0.7763823271,0.0000000000,0.0000000000,0.4033227265,0.4349405169,0.2467104942,0.2744846046,0.2624643743,0.0155185321,0.6672031283,0.5855219364,0.2250735611,0.2412413806,0.0918190926,0.1085569784,0.1109712273,0.1156783924,0.0000000000,0.0000000000,0.3289295733,0.2053379118,0.2053190768,0.0924589336,0.2775945663,0.3576642275,0.1857421994,0.1725599766,0.0000370637,-0.0497325100,-0.2861790359,0.2473440617,-0.0662481338,0.2525075376,-0.0170788262,0.0038927034,0.2525696456,0.0010046298
22:40:51:41.237,61,0.0000000000,0.4096904695,0.0037350962,0.0000000000,0.0000000000,0.0763370320,0.8492504954,0.0000000000,0.4086263776,0.1147164702,0.0000000000,0.0000000000,0.0764954090,0.8492520452,0.1236155406,0.0150914751,0.0000000000,0.0330396779,0.0268886629,0.0111470101,0.0438439921,0.0000000000,0.0440622792,0.7542595863,0.7737115622,0.0000000000,0.0000000000,0.4091380239,0.4413487315,0.2472786754,0.2751114666,0.2744944394,0.0160177089,0.6758645773,0.5941831470,0.2295780331,0.2459654808,0.0912008137,0.1080253720,0.1113866866,0.1159306914,0.0000000000,0.0000000000,0.3279727697,0.2013929933,0.2013648003,0.0944365561,0.2792622447,0.3591150343,0.1874082237,0.1734591722,0.0000188130,-0.0494512506,-0.2836093605,0.2470595986,-0.0679010674,0.2502045631,-0.0173377190,0.0022105600,0.2502663136,0.0005650752
22:40:51:42.238,61,0.0000000000,0.4091868103,0.0011000020,0.0000000000,0.0000000000,0.0762847438,0.8502624035,0.0000000000,0.4080787301,0.1173233688,0.0000000000,0.0000000000,0.0764461085,0.8502637744,0.1271778643,0.0148444735,0.0000000000,0.0340059176,0.0272517763,0.0113250343,0.0445028320,0.0000000000,0.0442903265,0.7527554631,0.7722576857,0.0000000000,0.0000000000,0.4117448032,0.4442471564,0.2479771972,0.2760576606,0.2794516385,0.0165280737,0.6799377203,0.5978636146,0.2319360822,0.2485037297,0.0905963853,0.1075257137,0.1117277294,0.1161810979,0.0000000000,0.0000000000,0.3272827268,0.1995519996,0.1995203942,0.0955861509,0.2800295949,0.3600137234,0.1887510866,0.1745393723,0.0000160311,-0.0493025929,-0.2794736326,0.2460764498,-0.0694498494,0.2498963326,-0.0177096948,0.0006510706,0.2499580532,0.0001662165
22:40:51:43.239,61,0.0000000000,0.4091931283,0.0044010552,0.0000000000,0.0000000000,0.0762119591,0.8511918783,0.0000000000,0.4081439376,0.1139271706,0.0000000000,0.0000000000,0.0763749406,0.8511930704,0.1286203563,0.0146152917,0.0000000000,0.0347234793,0.0275782757,0.0114971558,0.0450398251,0.0000000000,0.0444455221,0.7516945601,0.7712116838,0.0000000000,0.0000000000,0.4125578403,0.4451260269,0.2486120015,0.2767493725,0.2817583084,0.0169414375,0.6816456318,0.5995262265,0.2331065834,0.2497407347,0.0899819955,0.1069583669,0.1121585444,0.1165222079,0.0000000000,0.0000000000,0.3269643188,0.1995490789,0.1995159388,0.0962669924,0.2806420922,0.3607907593,0.1906918883,0.1761949956,0.0000199942,-0.0493025929,-0.2794736326,0.2460764498,-0.0674389973,0.2499011308,-0.0171981622,0.0026048995,0.2499627173,0.0006650358
22:40:51:44.238,61,0.0000000000,0.4108808637,0.0054637711,0.0000000000,0.0000000000,0.0759359002,0.8551664352,0.0000000000,0.4098472595,0.1128114164,0.0000000000,0.0000000000,0.0760987177,0.8551672697,0.1296865046,0.0143295098,0.0000000000,0.0353874527,0.0279136784,0.0116678197,0.0455001108,0.0000000000,0.0446773283,0.7508339286,0.7703137994,0.0000000000,0.0000000000,0.4127925038,0.4453821778,0.2513076067,0.2808597386,0.2825584412,0.0173495933,0.6820905805,0.5991017222,0.2336352021,0.2503063083,0.0895050615,0.1065702513,0.1124058217,0.1166596264,0.0000000000,0.0000000000,0.3258022070,0.1998670846,0.1998337358,0.0964336544,0.2804954648,0.3607960641,0.1920077354,0.1771528125,0.0000320593,-0.0492947362,-0.2762902975,0.2450224012,-0.0667608455,0.2509324551,-0.0170987919,0.0032330470,0.2509942055,0.0008289556
22:40:51:45.240,61,0.0000000000,0.4115834534,0.0058390852,0.0000000000,0.0000000000,0.0755755156,0.8582369089,0.0000000000,0.4105558693,0.1123789996,0.0000000000,0.0000000000,0.0757370591,0.8582375646,0.1306028217,0.0139821880,0.0000000000,0.0360254422,0.0282196552,0.0118027460,0.0459232777,0.0000000000,0.0449761748,0.7505279183,0.7698927522,0.0000000000,0.0000000000,0.4136323035,0.4462422132,0.2525705993,0.2832784355,0.2827591300,0.0177367162,0.6824954152,0.5991836190,0.2342407256,0.2509340048,0.0891376659,0.1063227206,0.1126201302,0.1167562306,0.0000000000,0.0000000000,0.3219722211,0.1997300088,0.1996970624,0.0963971317,0.2800849676,0.3604412973,0.1931225955,0.1779211015,0.0000352929,-0.0492947362,-0.2762902975,0.2450224012,-0.0664975792,0.2513618469,-0.0170618799,0.0034547495,0.2514235675,0.0008873810
22:40:51:46.240,61,0.0000000000,0.4118979871,0.0062165828,0.0000000000,0.0000000000,0.0751935393,0.8610339165,0.0000000000,0.4108763337,0.1119973361,0.0000000000,0.0000000000,0.0753534362,0.8610343337,0.1313725114,0.0136688193,0.0000000000,0.0366094708,0.0284909494,0.0119142029,0.0463277102,0.0000000000,0.0453488901,0.7504956126,0.7697721720,0.0000000000,0.0000000000,0.4152136147,0.4480576217,0.2540141046,0.2856873870,0.2823545337,0.0180911086,0.6827435493,0.5991718173,0.2348326147,0.2515619993,0.0888470262,0.1061690971,0.1127262414,0.1167661101,0.0000000000,0.0000000000,0.3177972138,0.1993613541,0.1993287057,0.0963159949,0.2795155644,0.3599780798,0.1939568073,0.1785180122,0.0000363605,-0.0490781888,-0.2748109102,0.2442647964,-0.0662684292,0.2515541315,-0.0170167517,0.0036779181,0.2516159117,0.0009454575
22:40:51:47.241,61,0.0000000000,0.4128259122,0.0073569724,0.0000000000,0.0000000000,0.0747445598,0.8640256524,0.0000000000,0.4118221700,0.1108518615,0.0000000000,0.0000000000,0.0749017894,0.8640260696,0.1320094615,0.0134086292,0.0000000000,0.0370953344,0.0287204087,0.0120144663,0.0467030406,0.0000000000,0.0457797013,0.7503616214,0.7695485950,0.0000000000,0.0000000000,0.4158107936,0.4487504065,0.2558708489,0.2882841825,0.2806960046,0.0184031632,0.6826800108,0.5988475680,0.2351638824,0.2519376278,0.0885990039,0.1060579196,0.1127955765,0.1167485714,0.0000000000,0.0000000000,0.3142654598,0.1986963302,0.1986642778,0.0961448848,0.2778488398,0.3586732149,0.1946429908,0.1789486110,0.0000336120,-0.0483708344,-0.2734777629,0.2429463565,-0.0655809864,0.2521215975,-0.0168801509,0.0043519721,0.2521834970,0.0011213644
22:40:51:48.241,61,0.0000000000,0.4151004255,0.0070695118,0.0000000000,0.0000000000,0.0741494223,0.8685184717,0.0000000000,0.4140872657,0.1111175194,0.0000000000,0.0000000000,0.0743035674,0.8685188890,0.1326074153,0.0131438104,0.0000000000,0.0374969020,0.0289372317,0.0121124787,0.0469754525,0.0000000000,0.0462778360,0.7503446341,0.7693995833,0.0000000000,0.0000000000,0.4156757295,0.4487279654,0.2586020529,0.2924724519,0.2741254866,0.0186762121,0.6816736460,0.5954437256,0.2351292968,0.2519246638,0.0884663686,0.1060644165,0.1128246412,0.1167181730,0.0000000000,0.0000000000,0.3062480092,0.1981187612,0.1980878711,0.0956543759,0.2706087232,0.3530560434,0.1953929514,0.1794544011,0.0000205606,-0.0482289046,-0.2731650174,0.2422623634,-0.0657146573,0.2535107136,-0.0170117859,0.0041804244,0.2535727322,0.0010833581
22:40:51:49.242,61,0.0000000000,0.4175118804,0.0085026780,0.0000000000,0.0000000000,0.0735387132,0.8723587990,0.0000000000,0.4165188670,0.1096812189,0.0000000000,0.0000000000,0.0736888871,0.8723596931,0.1331651211,0.0128581151,0.0000000000,0.0378737636,0.0291546676,0.0122192996,0.0472481884,0.0000000000,0.0465963967,0.7500786781,0.7689734697,0.0000000000,0.0000000000,0.4153442383,0.4483493268,0.2618176043,0.2955200374,0.2702866495,0.0189435594,0.6785578728,0.5891523361,0.2348758578,0.2516812384,0.0884047449,0.1061046124,0.1127408892,0.1165240631,0.0000000000,0.0000000000,0.3034048080,0.1981457323,0.1981167048,0.0950397477,0.2661528885,0.3459240794,0.1958613992,0.1796683371,0.0000238880,-0.0477479622,-0.2725082338,0.2416337579,-0.0648403093,0.2549846172,-0.0168877188,0.0050259759,0.2550467849,0.0013103901
22:40:51:50.243,61,0.0000000000,0.4186920226,0.0084981862,0.0000000000,0.0000000000,0.0730124041,0.8745300770,0.0000000000,0.4176969230,0.1096581146,0.0000000000,0.0000000000,0.0731591508,0.8745310903,0.1337796450,0.0125257540,0.0000000000,0.0382421874,0.0293358229,0.0123172635,0.0475520976,0.0000000000,0.0468909144,0.7495317459,0.7678144574,0.0000000000,0.0000000000,0.4153236449,0.4482683837,0.2632659376,0.2970938385,0.2686728835,0.0192292538,0.6774480343,0.5870590210,0.2349199206,0.2517394125,0.0882865041,0.1060949266,0.1125342771,0.1162004545,0.0000000000,0.0000000000,0.3022936285,0.2002945691,0.2002656460,0.0948191434,0.2639626861,0.3428157568,0.1960896403,0.1796857119,0.0000265135,-0.0467570089,-0.2706407905,0.2423366159,-0.0648144856,0.2557053864,-0.0169308577,0.0050223749,0.2557676733,0.0013133186
22:40:51:51.243,61,0.0000000000,0.4193847477,0.0113212131,0.0000000000,0.0000000000,0.0725240111,0.8757373691,0.0000000000,0.4184378088,0.1068575457,0.0000000000,0.0000000000,0.0726670623,0.8757385015,0.1343792975,0.0121405181,0.0000000000,0.0386349969,0.0294692293,0.0124008404,0.0478371233,0.0000000000,0.0470010377,0.7415773869,0.7592016459,0.0000000000,0.0000000000,0.4185319841,0.4499806166,0.2643988132,0.2982422709,0.2688925862,0.0195643138,0.6773369908,0.5864939094,0.2352896035,0.2520979941,0.0879925266,0.1058602706,0.1122900844,0.1158117801,0.0000000000,0.0000000000,0.3034796417,0.2051396370,0.2051116824,0.0947684869,0.2619068027,0.3371100128,0.1960454136,0.1794511080,0.0000304677,-0.0461902283,-0.2677861154,0.2442085445,-0.0631518587,0.2561311424,-0.0165259112,0.0066900239,0.2561934888,0.0017524350
22:40:51:52.244,61,0.0000000000,0.4184515178,0.0103712706,0.0000000000,0.0000000000,0.0721524507,0.8765363693,0.0000000000,0.4174905419,0.1077516675,0.0000000000,0.0000000000,0.0722932220,0.8765375614,0.1350314766,0.0117399283,0.0000000000,0.0390414260,0.0295673050,0.0124560092,0.0480858199,0.0000000000,0.0470545851,0.7382116318,0.7557924986,0.0000000000,0.0000000000,0.4245233834,0.4548115134,0.2662140429,0.2998483479,0.2705456614,0.0199141055,0.6811719537,0.5916141868,0.2361004651,0.2529229224,0.0876089334,0.1054916009,0.1120768711,0.1155119687,0.0000000000,0.0000000000,0.3040112257,0.2076626718,0.2076328397,0.0946500972,0.2595312297,0.3338240981,0.1961156875,0.1794264466,0.0000273605,-0.0465184189,-0.2660800219,0.2463198155,-0.0636898577,0.2555601299,-0.0166276656,0.0061295908,0.2556224167,0.0016018933
22:40:51:53.244,61,0.0000000000,0.4188652635,0.0101580489,0.0000000000,0.0000000000,0.0718278512,0.8771480322,0.0000000000,0.4179003239,0.1079312488,0.0000000000,0.0000000000,0.0719672740,0.8771492243,0.1357480884,0.0113647087,0.0000000000,0.0394403338,0.0296394750,0.0124979010,0.0483647138,0.0000000000,0.0470649749,0.7362299562,0.7536774278,0.0000000000,0.0000000000,0.4287412167,0.4583632052,0.2674586773,0.3009984493,0.2727343440,0.0202604104,0.6853561401,0.5963795781,0.2378409803,0.2546623647,0.0872033983,0.1050934643,0.1118864939,0.1152322739,0.0000000000,0.0000000000,0.3046989441,0.2106058151,0.2105681449,0.0948169380,0.2581638098,0.3320555389,0.1961571872,0.1793981791,0.0000337110,-0.0465184189,-0.2660800219,0.2463198155,-0.0637918264,0.2558127344,-0.0166714415,0.0060031773,0.2558749318,0.0015704770
22:40:51:54.245,61,0.0000000000,0.4190905690,0.0138546638,0.0000000000,0.0000000000,0.0713839978,0.8777939081,0.0000000000,0.4181910753,0.1041945890,0.0000000000,0.0000000000,0.0715199485,0.8777950406,0.1361153424,0.0109231696,0.0000000000,0.0398021191,0.0297332294,0.0125423474,0.0486106314,0.0000000000,0.0469217561,0.7315004468,0.7489771843,0.0000000000,0.0000000000,0.4298082292,0.4584018588,0.2687762082,0.3018683493,0.2734696865,0.0205625873,0.6866928935,0.5978389978,0.2382172346,0.2549894750,0.0867529213,0.1046259105,0.1117598191,0.1149851009,0.0000000000,0.0000000000,0.3049404919,0.2116488218,0.2116089612,0.0945165008,0.2550983429,0.3260621727,0.1962218583,0.1792783886,0.0000339951,-0.0472052544,-0.2653582692,0.2469994426,-0.0615806356,0.2559543848,-0.0161037240,0.0081874952,0.2560166419,0.0021431381
22:40:51:55.246,61,0.0000000000,0.4163016081,0.0302735213,0.0000000000,0.0000000000,0.0710132569,0.8781971931,0.0000000000,0.4156948328,0.0878155008,0.0000000000,0.0000000000,0.0711444020,0.8781985044,0.1363540888,0.0105529204,0.0000000000,0.0402159132,0.0299000908,0.0125863375,0.0489147529,0.0000000000,0.0466808602,0.7295425534,0.7471564412,0.0000000000,0.0000000000,0.4293571711,0.4568125904,0.2696624994,0.3023095727,0.2736755908,0.0208367500,0.6870806217,0.5982010961,0.2380538434,0.2547282279,0.0863102302,0.1041855589,0.1115898937,0.1147411540,0.0000000000,0.0000000000,0.3041241765,0.2084190547,0.2083922327,0.0939948708,0.2537028790,0.3223333657,0.1958395243,0.1786409616,0.0000356042,-0.0462606400,-0.2642839253,0.2478961796,-0.0519216172,0.2542838454,-0.0134880720,0.0178982131,0.2543458641,0.0046528294
22:40:51:56.246,61,0.0000000000,0.4132815897,0.0457855314,0.0000000000,0.0000000000,0.0708238706,0.8782885671,0.0000000000,0.4129473865,0.0724541321,0.0000000000,0.0000000000,0.0709494054,0.8782902956,0.1365631223,0.0102517875,0.0000000000,0.0406709686,0.0300590433,0.0126535967,0.0493931472,0.0000000000,0.0463377573,0.7191553116,0.7401747108,0.0000000000,0.0000000000,0.4292047918,0.4561566710,0.2703662813,0.3023979068,0.2742370367,0.0211604331,0.6876868606,0.5987954140,0.2384038121,0.2550005615,0.0857591331,0.1036308035,0.1114796102,0.1145322919,0.0000000000,0.0000000000,0.3024113476,0.1911129355,0.1911064833,0.0939677954,0.2528232336,0.3193948567,0.1954797208,0.1779614836,0.0000506278,-0.0443991125,-0.2613902688,0.2496463060,-0.0428581014,0.2524921298,-0.0110534802,0.0270819906,0.2525540292,0.0069879256
22:40:51:57.247,61,0.0000000000,0.4115203619,0.0487699248,0.0000000000,0.0000000000,0.0705761686,0.8790428638,0.0000000000,0.4112393260,0.0694563463,0.0000000000,0.0000000000,0.0706965178,0.8790454268,0.1368522197,0.0099664219,0.0000000000,0.0411511101,0.0302435793,0.0127205225,0.0496924743,0.0000000000,0.0459044278,0.7155683041,0.7369455099,0.0000000000,0.0000000000,0.4288884997,0.4554986358,0.2736086845,0.3029157221,0.2741853595,0.0214897785,0.6875540614,0.5978336930,0.2381808907,0.2547051013,0.0852722377,0.1031013504,0.1111803204,0.1141329259,0.0000000000,0.0000000000,0.2951878607,0.1834526062,0.1834506691,0.0929324776,0.2463259548,0.3081359565,0.1950700879,0.1773028672,0.0000664002,-0.0425990038,-0.2590591609,0.2511063218,-0.0410959683,0.2514287233,-0.0105527248,0.0288552120,0.2514904737,0.0074126106
22:40:51:58.248,61,0.0000000000,0.4068522155,0.0539232790,0.0000000000,0.0000000000,0.0703460425,0.8798214197,0.0000000000,0.4066624641,0.0643039048,0.0000000000,0.0000000000,0.0704617277,0.8798257113,0.1371234357,0.0097526005,0.0000000000,0.0416882299,0.0303712282,0.0128040500,0.0501880012,0.0000000000,0.0454388112,0.6975499392,0.7185270190,0.0000000000,0.0000000000,0.4335986078,0.4583019912,0.2772985101,0.3041451871,0.2753024697,0.0219132099,0.6901111603,0.5983570814,0.2395906448,0.2556807399,0.0845835730,0.1020734981,0.1107334197,0.1135787740,0.0000000000,0.0000000000,0.2909900248,0.1762564778,0.1762556434,0.0928461105,0.2389232516,0.2961230576,0.1943505257,0.1751383841,0.0000847267,-0.0412448980,-0.2572380006,0.2518898547,-0.0380746201,0.2485999614,-0.0096626515,0.0319274217,0.2486612946,0.0081053413
22:40:51:59.248,61,0.0000000000,0.4051693380,0.0591155514,0.0000000000,0.0000000000,0.0699711367,0.8846303225,0.0000000000,0.4050700068,0.0590278544,0.0000000000,0.0000000000,0.0700820833,0.8846377134,0.1379469633,0.0095668091,0.0000000000,0.0422560871,0.0304273665,0.0128851663,0.0506776869,0.0000000000,0.0450200662,0.6858322024,0.7053564787,0.0000000000,0.0000000000,0.4571717083,0.4799528122,0.2903227806,0.3166470826,0.2759406269,0.0224350635,0.6930013895,0.5987997055,0.2456804663,0.2618983984,0.0839349180,0.1012891009,0.1087026224,0.1105087325,0.0000000000,0.0000000000,0.2877728045,0.1744969785,0.1744969934,0.0929572657,0.2160958946,0.2679238319,0.1926061213,0.1716085225,0.0000867417,-0.0402345732,-0.2555977106,0.2513677180,-0.0349593498,0.2475976348,-0.0088351527,0.0350107513,0.2476587743,0.0088504143
22:40:52:00.249,61,0.0000000000,0.4030784369,0.0650131106,0.0000000000,0.0000000000,0.0696234256,0.8890531659,0.0000000000,0.4030796885,0.0531581677,0.0000000000,0.0000000000,0.0697297156,0.8890683651,0.1386291087,0.0094977580,0.0000000000,0.0428915694,0.0304199383,0.0129873008,0.0514093414,0.0000000000,0.0444224328,0.6638706923,0.6829667687,0.0000000000,0.0000000000,0.4874337018,0.5071089864,0.2969461977,0.3215626180,0.2821788788,0.0230630767,0.7083214521,0.6087327600,0.2645379603,0.2801549137,0.0827432275,0.0993688628,0.1062889472,0.1069564298,0.0000000000,0.0000000000,0.2861923575,0.1738003045,0.1738053113,0.0969129577,0.2090709805,0.2587937415,0.1887771338,0.1656128168,0.0000753275,-0.0392000750,-0.2548401952,0.2466589957,-0.0314927399,0.2463520914,-0.0079176836,0.0385158248,0.2464131117,0.0096849836
22:40:52:01.250,61,0.0000000000,0.4005262852,0.0663481504,0.0000000000,0.0000000000,0.0692734271,0.8924921751,0.0000000000,0.4005490541,0.0519280210,0.0000000000,0.0000000000,0.0693748072,0.8925170302,0.1388009340,0.0094937999,0.0000000000,0.0433582217,0.0303528681,0.0131965112,0.0525745116,0.0000000000,0.0417274162,0.6053931117,0.6225753427,0.0000000000,0.0000000000,0.4787175953,0.4938650727,0.3007248938,0.3240129352,0.2828150988,0.0237209797,0.7080479860,0.6032990217,0.2699781358,0.2854542732,0.0818410143,0.0969297588,0.1018271223,0.1008858234,0.0000000000,0.0000000000,0.2773619890,0.1674260050,0.1675492078,0.0983957797,0.1897941232,0.2248878777,0.1861507148,0.1615849733,0.0000453002,-0.0383857414,-0.2559925914,0.2408134192,-0.0307758953,0.2447998077,-0.0076867607,0.0393220820,0.2448607385,0.0098227477
